SalesMonthDate,Product Type,County,Market Share County,Sales
2021-04-01,Edible/Tincture,Jackson,9.84,532142.02
2021-04-01,Edible/Tincture,Jefferson,7.97,44084.75
2021-04-01,Edible/Tincture,Josephine,9.2,190296.92
2021-04-01,Edible/Tincture,Klamath,8.06,127680.2
2021-04-01,Edible/Tincture,Lake,7.73,12603.119999999999
2021-04-01,Edible/Tincture,Lane,10.12,1045648.1
2021-04-01,Edible/Tincture,Lincoln,12.69,282651.88
2021-04-01,Edible/Tincture,Linn,9.49,253043.22999999998
2021-04-01,Edible/Tincture,Malheur,10.6,1051542.3
2021-04-01,Edible/Tincture,Marion,8.88,651129.0299999999
2021-04-01,Edible/Tincture,Multnomah,9.94,2969797.96
2021-04-01,Edible/Tincture,Polk,9.45,115112.58
2021-04-01,Edible/Tincture,Tillamook,14.08,122339.47
2021-04-01,Edible/Tincture,Umatilla,7.99,133564.26
2021-04-01,Edible/Tincture,Wallowa,8.85,8842.75
2021-04-01,Edible/Tincture,Wasco,8.59,50624.979999999996
2021-04-01,Edible/Tincture,Washington,12.96,1294392.15
2021-04-01,Edible/Tincture,Yamhill,10.91,213584.77
2021-04-01,Industrial Hemp,Columbia,0.04,436.63
2021-04-01,Industrial Hemp,Coos,0.0,7.51
2021-04-01,Industrial Hemp,Deschutes,0.01,274.03999999999996
2021-04-01,Industrial Hemp,Douglas,0.01,143.98
2021-04-01,Industrial Hemp,Grant,0.12,114.53
2021-04-01,Industrial Hemp,Multnomah,0.0,374.24
2021-04-01,Industrial Hemp,Polk,0.0,10.0
2021-04-01,Industrial Hemp,Yamhill,0.01,176.4
2021-04-01,Industrial Hemp Commodity/Product,Baker,0.23,1119.93
2021-04-01,Industrial Hemp Commodity/Product,Benton,0.26,4099.15
2021-04-01,Industrial Hemp Commodity/Product,Clackamas,1.05,58189.98
2021-04-01,Industrial Hemp Commodity/Product,Clatsop,1.09,17166.69
2021-04-01,Industrial Hemp Commodity/Product,Columbia,1.4,15096.28
2021-04-01,Industrial Hemp Commodity/Product,Coos,0.84,16347.789999999999
2021-04-01,Industrial Hemp Commodity/Product,Curry,1.8,22453.78
2021-04-01,Industrial Hemp Commodity/Product,Deschutes,1.08,57588.04
2021-04-01,Industrial Hemp Commodity/Product,Douglas,1.03,25897.93
2021-04-01,Industrial Hemp Commodity/Product,Grant,0.82,766.47
2021-04-01,Industrial Hemp Commodity/Product,Harney,0.95,1728.81
2021-04-01,Industrial Hemp Commodity/Product,Hood River,1.3,9315.2
2021-04-01,Industrial Hemp Commodity/Product,Jackson,1.01,54848.89
2021-04-01,Industrial Hemp Commodity/Product,Jefferson,0.8,4414.66
2021-04-01,Industrial Hemp Commodity/Product,Josephine,0.71,14665.26
2021-04-01,Industrial Hemp Commodity/Product,Klamath,0.58,9218.98
2021-04-01,Industrial Hemp Commodity/Product,Lake,0.54,885.53
2021-04-01,Industrial Hemp Commodity/Product,Lane,1.09,112815.51000000001
2021-04-01,Industrial Hemp Commodity/Product,Lincoln,1.52,33829.85
2021-04-01,Industrial Hemp Commodity/Product,Linn,0.67,17824.230000000003
2021-04-01,Industrial Hemp Commodity/Product,Malheur,0.19,18754.27
2021-04-01,Industrial Hemp Commodity/Product,Marion,0.85,62594.09
2021-04-01,Industrial Hemp Commodity/Product,Multnomah,0.53,157949.5
2021-04-01,Industrial Hemp Commodity/Product,Polk,0.94,11424.259999999998
2021-04-01,Industrial Hemp Commodity/Product,Tillamook,1.17,10154.230000000001
2021-04-01,Industrial Hemp Commodity/Product,Umatilla,0.77,12832.8
2021-04-01,Industrial Hemp Commodity/Product,Wallowa,0.4,395.33000000000004
2021-04-01,Industrial Hemp Commodity/Product,Wasco,0.84,4963.04
2021-04-01,Industrial Hemp Commodity/Product,Washington,0.9,89892.67000000001
2021-04-01,Industrial Hemp Commodity/Product,Yamhill,0.79,15404.01
2021-04-01,Inhalable Product with Non-Cannabis Additives,Baker,7.14,34161.27
2021-04-01,Inhalable Product with Non-Cannabis Additives,Benton,2.23,35068.22
2021-04-01,Inhalable Product with Non-Cannabis Additives,Clackamas,2.17,120749.26
2021-04-01,Inhalable Product with Non-Cannabis Additives,Clatsop,2.22,35124.22
2021-04-01,Inhalable Product with Non-Cannabis Additives,Columbia,2.48,26785.67
2021-04-01,Inhalable Product with Non-Cannabis Additives,Coos,1.66,32236.879999999997
2021-04-01,Inhalable Product with Non-Cannabis Additives,Curry,2.04,25379.870000000003
2021-04-01,Inhalable Product with Non-Cannabis Additives,Deschutes,1.83,97239.09
2021-04-01,Inhalable Product with Non-Cannabis Additives,Douglas,2.77,69680.22
2021-04-01,Inhalable Product with Non-Cannabis Additives,Grant,2.6,2429.64
2021-04-01,Inhalable Product with Non-Cannabis Additives,Harney,6.51,11891.06
2021-04-01,Inhalable Product with Non-Cannabis Additives,Hood River,2.15,15434.88
2021-04-01,Inhalable Product with Non-Cannabis Additives,Jackson,2.55,137870.88
2021-04-01,Inhalable Product with Non-Cannabis Additives,Jefferson,4.41,24381.510000000002
2021-04-01,Inhalable Product with Non-Cannabis Additives,Josephine,2.98,61549.57
2021-04-01,Inhalable Product with Non-Cannabis Additives,Klamath,4.33,68590.19
2021-04-01,Inhalable Product with Non-Cannabis Additives,Lake,0.07,107.66
2021-04-01,Inhalable Product with Non-Cannabis Additives,Lane,2.37,244824.78
2021-04-01,Inhalable Product with Non-Cannabis Additives,Lincoln,2.19,48729.38
2021-04-01,Inhalable Product with Non-Cannabis Additives,Linn,6.2,165367.13
2021-04-01,Inhalable Product with Non-Cannabis Additives,Malheur,5.87,581759.9299999999
2021-04-01,Inhalable Product with Non-Cannabis Additives,Marion,4.9,359736.79000000004
2021-04-01,Inhalable Product with Non-Cannabis Additives,Multnomah,0.93,277410.41000000003
2021-04-01,Inhalable Product with Non-Cannabis Additives,Polk,6.2,75527.97
2021-04-01,Inhalable Product with Non-Cannabis Additives,Tillamook,2.82,24495.61
2021-04-01,Inhalable Product with Non-Cannabis Additives,Umatilla,3.67,61348.03
2021-04-01,Inhalable Product with Non-Cannabis Additives,Wallowa,2.29,2289.0
2021-04-01,Inhalable Product with Non-Cannabis Additives,Wasco,4.03,23738.88
2021-04-01,Inhalable Product with Non-Cannabis Additives,Washington,1.96,195992.59
2021-04-01,Inhalable Product with Non-Cannabis Additives,Yamhill,3.57,69875.05
2021-04-01,Other,Baker,7.37,35272.65
2021-04-01,Other,Benton,4.5,70810.48
2021-04-01,Other,Clackamas,6.75,374664.42
2021-04-01,Other,Clatsop,7.67,121205.42
2021-04-01,Other,Columbia,9.56,103188.12
2021-04-01,Other,Coos,6.28,122081.21
2021-04-01,Other,Curry,4.31,53664.64
2021-04-01,Other,Deschutes,6.45,342709.03
2021-04-01,Other,Douglas,6.15,154592.69999999998
2021-04-01,Other,Grant,4.0,3733.62
2021-04-01,Other,Harney,8.55,15614.03
2021-04-01,Other,Hood River,7.02,50297.05
2021-04-01,Other,Jackson,6.63,358398.38000000006
2021-04-01,Other,Jefferson,6.92,38250.85
2021-04-01,Other,Josephine,7.2,148927.56
2021-04-01,Other,Klamath,5.61,88810.84
2021-04-01,Other,Lake,11.94,19451.57
2021-04-01,Other,Lane,5.27,543927.34
2021-04-01,Other,Lincoln,5.82,129600.98000000001
2021-04-01,Other,Linn,5.95,158621.66
2021-04-01,Other,Malheur,8.05,798566.53
2021-04-01,Other,Marion,4.67,342519.49
2021-04-01,Other,Multnomah,4.75,1418813.87
2021-04-01,Other,Polk,3.87,47127.98
2021-04-01,Other,Tillamook,6.59,57268.3
2021-04-01,Other,Umatilla,7.58,126626.68000000001
2021-04-01,Other,Wallowa,1.31,1305.58
2021-04-01,Other,Wasco,5.19,30581.19
2021-04-01,Other,Washington,8.84,883287.7200000001
2021-04-01,Other,Yamhill,4.84,94727.26999999999
2021-04-01,Usable MJ,Baker,53.6,256463.61
2021-04-01,Usable MJ,Benton,56.93,895692.88
2021-04-01,Usable MJ,Clackamas,53.82,2989253.6500000004
2021-04-01,Usable MJ,Clatsop,53.4,843656.63
2021-04-01,Usable MJ,Columbia,50.39,544074.02
2021-04-01,Usable MJ,Coos,55.59,1079844.38
2021-04-01,Usable MJ,Curry,56.17,699859.9600000001
2021-04-01,Usable MJ,Deschutes,50.2,2668791.84
2021-04-01,Usable MJ,Douglas,50.72,1275655.9
2021-04-01,Usable MJ,Grant,54.14,50544.31999999999
2021-04-01,Usable MJ,Harney,49.81,90994.59999999999
2021-04-01,Usable MJ,Hood River,56.66,406209.02
2021-04-01,Usable MJ,Jackson,52.23,2825183.68
2021-04-01,Usable MJ,Jefferson,50.88,281318.26
2021-04-01,Usable MJ,Josephine,49.29,1019222.72
2021-04-01,Usable MJ,Klamath,50.06,792886.02
2021-04-01,Usable MJ,Lake,46.32,75493.59000000001
2021-04-01,Usable MJ,Lane,56.04,5788152.600000001
2021-04-01,Usable MJ,Lincoln,55.07,1226278.57
2021-04-01,Usable MJ,Linn,51.03,1361334.67
2021-04-01,Usable MJ,Malheur,49.34,4892424.909999999
2021-04-01,Usable MJ,Marion,53.69,3937948.2199999997
2021-04-01,Usable MJ,Multnomah,65.03,19432504.35
2021-04-01,Usable MJ,Polk,46.24,563538.21
2021-04-01,Usable MJ,Tillamook,53.8,467322.4
2021-04-01,Usable MJ,Umatilla,47.51,793863.7300000001
2021-04-01,Usable MJ,Wallowa,60.01,59952.96
2021-04-01,Usable MJ,Wasco,51.09,301157.97
2021-04-01,Usable MJ,Washington,51.09,5102514.26
2021-04-01,Usable MJ,Yamhill,48.91,957566.72
2021-05-01,Concentrate/Extract,Baker,20.56,96521.65999999999
2021-05-01,Concentrate/Extract,Benton,24.21,350127.88
2021-05-01,Concentrate/Extract,Clackamas,23.95,1290016.8599999999
2021-05-01,Concentrate/Extract,Clatsop,21.84,339149.38
2021-05-01,Concentrate/Extract,Columbia,25.14,257404.99
2021-05-01,Concentrate/Extract,Coos,25.13,459151.26
2021-05-01,Concentrate/Extract,Curry,24.2,279901.74
2021-05-01,Concentrate/Extract,Deschutes,26.18,1350833.83
2021-05-01,Concentrate/Extract,Douglas,29.23,693330.56
2021-05-01,Concentrate/Extract,Grant,26.68,28466.75
2021-05-01,Concentrate/Extract,Harney,19.71,35576.1
2021-05-01,Concentrate/Extract,Hood River,20.49,139360.72
2021-05-01,Concentrate/Extract,Jackson,27.66,1407436.51
2021-05-01,Concentrate/Extract,Jefferson,28.58,150516.30000000002
2021-05-01,Concentrate/Extract,Josephine,29.17,586819.54
2021-05-01,Concentrate/Extract,Klamath,32.15,456304.27
2021-05-01,Concentrate/Extract,Lake,32.32,50997.19
2021-05-01,Concentrate/Extract,Lane,24.67,2418258.87
2021-05-01,Concentrate/Extract,Lincoln,21.52,463331.63
2021-05-01,Concentrate/Extract,Linn,26.47,663955.71
2021-05-01,Concentrate/Extract,Malheur,25.24,2432949.86
2021-05-01,Concentrate/Extract,Marion,26.72,1871081.4899999998
2021-05-01,Concentrate/Extract,Multnomah,18.92,5349175.38
2021-05-01,Concentrate/Extract,Polk,32.06,366206.91
2021-05-01,Concentrate/Extract,Tillamook,21.23,179326.56
2021-05-01,Concentrate/Extract,Umatilla,32.07,497771.04
2021-05-01,Concentrate/Extract,Wallowa,25.19,25348.7
2021-05-01,Concentrate/Extract,Wasco,29.08,168094.87000000002
2021-05-01,Concentrate/Extract,Washington,23.92,2325212.1799999997
2021-05-01,Concentrate/Extract,Yamhill,30.32,571602.29
2021-05-01,Edible/Tincture,Baker,11.7,54949.939999999995
2021-05-01,Edible/Tincture,Benton,12.0,173611.19999999998
2021-05-01,Edible/Tincture,Clackamas,12.17,655516.85
2021-05-01,Edible/Tincture,Clatsop,14.2,220501.27000000002
2021-05-01,Edible/Tincture,Columbia,10.66,109125.29
2021-05-01,Edible/Tincture,Coos,10.14,185206.24
2021-05-01,Edible/Tincture,Curry,11.39,131793.63
2021-05-01,Edible/Tincture,Deschutes,13.71,707633.04
2021-05-01,Edible/Tincture,Douglas,8.84,209581.36
2021-05-01,Edible/Tincture,Grant,10.55,11263.36
2021-05-01,Edible/Tincture,Harney,12.62,22787.940000000002
2021-05-01,Edible/Tincture,Hood River,12.55,85366.67
2021-05-01,Edible/Tincture,Jackson,10.08,512776.41000000003
2021-05-01,Edible/Tincture,Jefferson,8.37,44060.130000000005
2021-05-01,Edible/Tincture,Josephine,9.11,183306.97999999998
2021-05-01,Edible/Tincture,Klamath,8.19,116212.77
2021-05-01,Edible/Tincture,Lake,8.36,13181.97
2021-05-01,Edible/Tincture,Lane,10.06,986242.65
2021-05-01,Edible/Tincture,Lincoln,13.17,283609.52999999997
2021-05-01,Edible/Tincture,Linn,9.62,241242.59000000003
2021-05-01,Edible/Tincture,Malheur,10.74,1035386.8499999999
2021-05-01,Edible/Tincture,Marion,8.76,613633.36
2021-05-01,Edible/Tincture,Multnomah,10.06,2845507.8899999997
2021-05-01,Edible/Tincture,Polk,9.44,107775.59
2021-05-01,Edible/Tincture,Tillamook,13.97,117969.24
2021-05-01,Edible/Tincture,Umatilla,8.27,128352.89
2021-05-01,Edible/Tincture,Wallowa,12.25,12327.53
2021-05-01,Edible/Tincture,Wasco,8.28,47852.4
2021-05-01,Edible/Tincture,Washington,12.76,1240628.52
2021-05-01,Edible/Tincture,Yamhill,10.93,206090.4
2021-05-01,Industrial Hemp,Columbia,0.01,82.45
2021-05-01,Industrial Hemp,Coos,0.0,5.81
2021-05-01,Industrial Hemp,Deschutes,0.01,663.05
2021-05-01,Industrial Hemp,Grant,0.28,303.67
2021-05-01,Industrial Hemp,Multnomah,0.0,272.44
2021-05-01,Industrial Hemp,Polk,0.0,19.0
2021-05-01,Industrial Hemp,Yamhill,0.01,126.6
2021-05-01,Industrial Hemp Commodity/Product,Baker,0.17,805.25
2021-05-01,Industrial Hemp Commodity/Product,Benton,0.37,5298.41
2021-05-01,Industrial Hemp Commodity/Product,Clackamas,1.04,55956.14
2021-05-01,Industrial Hemp Commodity/Product,Clatsop,1.04,16088.18
2021-05-01,Industrial Hemp Commodity/Product,Columbia,1.4,14328.38
2021-05-01,Industrial Hemp Commodity/Product,Coos,0.8,14579.150000000001
2021-05-01,Industrial Hemp Commodity/Product,Curry,1.82,21075.91
2021-05-01,Industrial Hemp Commodity/Product,Deschutes,1.08,55708.310000000005
2021-05-01,Industrial Hemp Commodity/Product,Douglas,1.04,24600.97
2021-05-01,Industrial Hemp Commodity/Product,Grant,0.56,601.41
2021-05-01,Industrial Hemp Commodity/Product,Harney,0.71,1275.8700000000001
2021-05-01,Industrial Hemp Commodity/Product,Hood River,1.4,9522.58
2021-05-01,Industrial Hemp Commodity/Product,Jackson,0.96,48986.32
2021-05-01,Industrial Hemp Commodity/Product,Jefferson,0.68,3580.8399999999997
2021-05-01,Industrial Hemp Commodity/Product,Josephine,0.57,11408.16
2021-05-01,Industrial Hemp Commodity/Product,Klamath,0.66,9330.460000000001
2021-05-01,Industrial Hemp Commodity/Product,Lake,0.49,766.62
2021-05-01,Industrial Hemp Commodity/Product,Lane,1.04,102155.43
2021-05-01,Industrial Hemp Commodity/Product,Lincoln,1.58,33936.85
2021-05-01,Industrial Hemp Commodity/Product,Linn,0.6,14943.21
2021-05-01,Industrial Hemp Commodity/Product,Malheur,0.12,11593.42
2021-05-01,Industrial Hemp Commodity/Product,Marion,0.84,58656.35
2021-05-01,Industrial Hemp Commodity/Product,Multnomah,0.52,147125.27
2021-05-01,Industrial Hemp Commodity/Product,Polk,0.88,10065.230000000001
2021-05-01,Industrial Hemp Commodity/Product,Tillamook,1.31,11050.44
2021-05-01,Industrial Hemp Commodity/Product,Umatilla,0.74,11530.08
2021-05-01,Industrial Hemp Commodity/Product,Wallowa,0.47,477.32000000000005
2021-05-01,Industrial Hemp Commodity/Product,Wasco,0.76,4414.34
2021-05-01,Industrial Hemp Commodity/Product,Washington,0.8,77373.22
2021-05-01,Industrial Hemp Commodity/Product,Yamhill,0.8,15152.27
2021-05-01,Inhalable Product with Non-Cannabis Additives,Baker,7.52,35300.259999999995
2021-05-01,Inhalable Product with Non-Cannabis Additives,Benton,2.86,41321.52
2021-05-01,Inhalable Product with Non-Cannabis Additives,Clackamas,2.73,147284.8
2021-05-01,Inhalable Product with Non-Cannabis Additives,Clatsop,3.2,49762.61
2021-05-01,Inhalable Product with Non-Cannabis Additives,Columbia,3.02,30948.66
2021-05-01,Inhalable Product with Non-Cannabis Additives,Coos,2.69,49078.41
2021-05-01,Inhalable Product with Non-Cannabis Additives,Curry,2.76,31866.260000000002
2021-05-01,Inhalable Product with Non-Cannabis Additives,Deschutes,3.1,159830.07
2021-05-01,Inhalable Product with Non-Cannabis Additives,Douglas,3.22,76292.87
2021-05-01,Inhalable Product with Non-Cannabis Additives,Grant,4.87,5201.05
2021-05-01,Inhalable Product with Non-Cannabis Additives,Harney,8.76,15804.71
2021-05-01,Inhalable Product with Non-Cannabis Additives,Hood River,2.65,18053.71
2021-05-01,Inhalable Product with Non-Cannabis Additives,Jackson,3.36,170951.2
2021-05-01,Inhalable Product with Non-Cannabis Additives,Jefferson,6.65,35011.4
2021-05-01,Inhalable Product with Non-Cannabis Additives,Josephine,3.71,74617.54
2021-05-01,Inhalable Product with Non-Cannabis Additives,Klamath,3.9,55348.44
2021-05-01,Inhalable Product with Non-Cannabis Additives,Lake,0.44,693.63
2021-05-01,Inhalable Product with Non-Cannabis Additives,Lane,3.31,324198.51
2021-05-01,Inhalable Product with Non-Cannabis Additives,Lincoln,3.41,73473.82
2021-05-01,Inhalable Product with Non-Cannabis Additives,Linn,7.21,180726.52
2021-05-01,Inhalable Product with Non-Cannabis Additives,Malheur,7.08,682317.07
2021-05-01,Inhalable Product with Non-Cannabis Additives,Marion,5.99,419372.69000000006
2021-05-01,Inhalable Product with Non-Cannabis Additives,Multnomah,1.17,331922.47
2021-05-01,Inhalable Product with Non-Cannabis Additives,Polk,7.02,80179.47
2021-05-01,Inhalable Product with Non-Cannabis Additives,Tillamook,2.83,23872.14
2021-05-01,Inhalable Product with Non-Cannabis Additives,Umatilla,4.65,72216.40000000001
2021-05-01,Inhalable Product with Non-Cannabis Additives,Wallowa,3.08,3098.29
2021-05-01,Inhalable Product with Non-Cannabis Additives,Wasco,4.91,28395.73
2021-05-01,Inhalable Product with Non-Cannabis Additives,Washington,2.94,286114.16000000003
2021-05-01,Inhalable Product with Non-Cannabis Additives,Yamhill,4.36,82153.90000000001
2021-05-01,Other,Baker,6.93,32529.36
2021-05-01,Other,Benton,4.38,63396.91
2021-05-01,Other,Clackamas,6.69,360369.41000000003
2021-05-01,Other,Clatsop,7.03,109180.19
2021-05-01,Other,Columbia,8.76,89649.14
2021-05-01,Other,Coos,5.4,98687.85999999999
2021-05-01,Other,Curry,3.75,43402.54
2021-05-01,Other,Deschutes,5.8,299282.39
2021-05-01,Other,Douglas,5.95,141142.39
2021-05-01,Other,Grant,4.52,4819.55
2021-05-01,Other,Harney,8.15,14712.210000000001
2021-05-01,Other,Hood River,7.62,51855.85
2021-05-01,Other,Jackson,5.75,292678.66000000003
2021-05-01,Other,Jefferson,5.26,27720.61
2021-05-01,Other,Josephine,6.65,133826.0
2021-05-01,Other,Klamath,4.56,64754.950000000004
2021-05-01,Other,Lake,6.93,10934.380000000001
2021-05-01,Other,Lane,4.9,480023.0
2021-05-01,Other,Lincoln,5.28,113673.83
2021-05-01,Other,Linn,5.09,127550.01000000001
2021-05-01,Other,Malheur,7.82,754133.1199999999
2021-05-01,Other,Marion,3.71,259766.22
2021-05-01,Other,Multnomah,4.58,1295660.24
2021-05-01,Other,Polk,3.0,34227.39
2021-05-01,Other,Tillamook,6.28,53070.46
2021-05-01,Other,Umatilla,6.88,106725.51999999999
2021-05-01,Other,Wallowa,1.66,1673.45
2021-05-01,Other,Wasco,4.51,26058.4
2021-05-01,Other,Washington,7.94,771738.53
2021-05-01,Other,Yamhill,4.5,84808.17
2021-05-01,Usable MJ,Baker,53.12,249399.97
2021-05-01,Usable MJ,Benton,56.18,812432.7899999999
2021-05-01,Usable MJ,Clackamas,53.42,2877839.92
2021-05-01,Usable MJ,Clatsop,52.69,818080.18
2021-05-01,Usable MJ,Columbia,51.01,522193.93
2021-05-01,Usable MJ,Coos,55.85,1020606.6499999999
2021-05-01,Usable MJ,Curry,56.08,648580.82
2021-05-01,Usable MJ,Deschutes,50.11,2585721.28
2021-05-01,Usable MJ,Douglas,51.73,1226806.22
2021-05-01,Usable MJ,Grant,52.53,56060.88
2021-05-01,Usable MJ,Harney,50.05,90352.40999999999
2021-05-01,Usable MJ,Hood River,55.29,376080.61999999994
2021-05-01,Usable MJ,Jackson,52.2,2656356.42
2021-05-01,Usable MJ,Jefferson,50.47,265817.18000000005
2021-05-01,Usable MJ,Josephine,50.78,1021489.25
2021-05-01,Usable MJ,Klamath,50.54,717285.4500000001
2021-05-01,Usable MJ,Lake,51.46,81192.34
2021-05-01,Usable MJ,Lane,56.02,5490728.0200000005
2021-05-01,Usable MJ,Lincoln,55.04,1185212.35
2021-05-01,Usable MJ,Linn,51.02,1279454.57
2021-05-01,Usable MJ,Malheur,48.99,4722442.18
2021-05-01,Usable MJ,Marion,53.97,3779020.52
2021-05-01,Usable MJ,Multnomah,64.74,18305805.37
2021-05-01,Usable MJ,Polk,47.6,543715.22
2021-05-01,Usable MJ,Tillamook,54.38,459213.02999999997
2021-05-01,Usable MJ,Umatilla,47.39,735429.63
2021-05-01,Usable MJ,Wallowa,57.34,57704.97
2021-05-01,Usable MJ,Wasco,52.45,303139.8
2021-05-01,Usable MJ,Washington,51.63,5018006.67
2021-05-01,Usable MJ,Yamhill,49.08,925318.49
2021-06-01,Concentrate/Extract,Baker,18.93,78961.92
2021-06-01,Concentrate/Extract,Benton,24.47,321911.52999999997
2021-06-01,Concentrate/Extract,Clackamas,23.25,1175190.8199999998
2021-06-01,Concentrate/Extract,Clatsop,20.07,308067.86000000004
2021-06-01,Concentrate/Extract,Columbia,24.08,233604.83000000002
2021-06-01,Concentrate/Extract,Coos,25.03,439408.68
2021-06-01,Concentrate/Extract,Curry,23.95,276015.12
2021-06-01,Concentrate/Extract,Deschutes,25.41,1291424.97
2021-06-01,Concentrate/Extract,Douglas,28.69,642736.28
2021-06-01,Concentrate/Extract,Grant,28.26,30418.92
2021-06-01,Concentrate/Extract,Harney,20.43,37259.67999999999
2021-06-01,Concentrate/Extract,Hood River,20.76,136961.18
2021-06-01,Concentrate/Extract,Jackson,26.93,1305669.6799999997
2021-06-01,Concentrate/Extract,Jefferson,28.32,144981.61000000002
2021-06-01,Concentrate/Extract,Josephine,28.51,542911.73
2021-06-01,Concentrate/Extract,Klamath,31.07,431151.05
2021-06-01,Concentrate/Extract,Lake,32.36,48562.75
2021-06-01,Concentrate/Extract,Lane,24.26,2222102.91
2021-06-01,Concentrate/Extract,Lincoln,20.67,451704.77999999997
2021-06-01,Concentrate/Extract,Linn,26.35,626623.29
2021-06-01,Concentrate/Extract,Malheur,26.01,2281823.9199999995
2021-06-01,Concentrate/Extract,Marion,26.0,1689108.24
2021-06-01,Concentrate/Extract,Multnomah,18.37,4890270.34
2021-06-01,Concentrate/Extract,Polk,32.36,352595.51
2021-06-01,Concentrate/Extract,Tillamook,20.65,181022.97
2021-06-01,Concentrate/Extract,Umatilla,32.22,472701.92000000004
2021-06-01,Concentrate/Extract,Wallowa,25.5,26527.469999999998
2021-06-01,Concentrate/Extract,Wasco,27.18,151144.6
2021-06-01,Concentrate/Extract,Washington,23.64,2177215.21
2021-06-01,Concentrate/Extract,Yamhill,29.9,531266.12
2021-06-01,Edible/Tincture,Baker,10.71,44665.380000000005
2021-06-01,Edible/Tincture,Benton,12.19,160338.41
2021-06-01,Edible/Tincture,Clackamas,11.89,601103.89
2021-06-01,Edible/Tincture,Clatsop,14.23,218439.91999999998
2021-06-01,Edible/Tincture,Columbia,10.87,105461.37000000001
2021-06-01,Edible/Tincture,Coos,10.09,177148.71
2021-06-01,Edible/Tincture,Curry,11.63,134054.55000000002
2021-06-01,Edible/Tincture,Deschutes,13.83,703209.0800000001
2021-06-01,Edible/Tincture,Douglas,8.94,200223.11
2021-06-01,Edible/Tincture,Grant,9.67,10410.15
2021-06-01,Edible/Tincture,Harney,11.01,20069.14
2021-06-01,Edible/Tincture,Hood River,12.74,84073.36
2021-06-01,Edible/Tincture,Jackson,9.96,482990.0
2021-06-01,Edible/Tincture,Jefferson,8.27,42334.26
2021-06-01,Edible/Tincture,Josephine,8.93,170016.13
2021-06-01,Edible/Tincture,Klamath,8.17,113347.7
2021-06-01,Edible/Tincture,Lake,8.56,12843.84
2021-06-01,Edible/Tincture,Lane,10.45,957406.83
2021-06-01,Edible/Tincture,Lincoln,13.98,305514.08
2021-06-01,Edible/Tincture,Linn,9.16,217811.09
2021-06-01,Edible/Tincture,Malheur,10.36,909152.08
2021-06-01,Edible/Tincture,Marion,8.7,565125.17
2021-06-01,Edible/Tincture,Multnomah,10.08,2684493.2899999996
2021-06-01,Edible/Tincture,Polk,9.33,101659.99
2021-06-01,Edible/Tincture,Tillamook,14.24,124810.28
2021-06-01,Edible/Tincture,Umatilla,8.04,117916.78
2021-06-01,Edible/Tincture,Wallowa,13.02,13542.949999999999
2021-06-01,Edible/Tincture,Wasco,8.29,46093.78
2021-06-01,Edible/Tincture,Washington,12.81,1179420.18
2021-06-01,Edible/Tincture,Yamhill,11.04,196086.97999999998
2021-06-01,Industrial Hemp,Coos,0.0,17.43
2021-06-01,Industrial Hemp,Deschutes,0.01,666.53
2021-06-01,Industrial Hemp,Grant,0.38,414.04
2021-06-01,Industrial Hemp,Multnomah,0.0,535.3499999999999
2021-06-01,Industrial Hemp,Polk,0.0,10.0
2021-06-01,Industrial Hemp,Washington,0.0,10.0
2021-06-01,Industrial Hemp,Yamhill,0.01,142.8
2021-06-01,Industrial Hemp Commodity/Product,Baker,0.18,732.78
2021-06-01,Industrial Hemp Commodity/Product,Benton,0.53,6913.26
2021-06-01,Industrial Hemp Commodity/Product,Clackamas,0.96,48293.25
2021-06-01,Industrial Hemp Commodity/Product,Clatsop,1.08,16539.26
2021-06-01,Industrial Hemp Commodity/Product,Columbia,1.35,13100.7
2021-06-01,Industrial Hemp Commodity/Product,Coos,0.81,14250.33
2021-06-01,Industrial Hemp Commodity/Product,Curry,1.79,20681.75
2021-06-01,Industrial Hemp Commodity/Product,Deschutes,1.1,56023.45
2021-06-01,Industrial Hemp Commodity/Product,Douglas,1.1,24579.17
2021-06-01,Industrial Hemp Commodity/Product,Grant,0.32,343.0
2021-06-01,Industrial Hemp Commodity/Product,Harney,1.15,2100.53
2021-06-01,Industrial Hemp Commodity/Product,Hood River,1.33,8755.42
2021-06-01,Industrial Hemp Commodity/Product,Jackson,0.99,47921.42
2021-06-01,Industrial Hemp Commodity/Product,Jefferson,0.67,3443.07
2021-06-01,Industrial Hemp Commodity/Product,Josephine,0.58,11123.75
2021-06-01,Industrial Hemp Commodity/Product,Klamath,0.55,7630.13
2021-06-01,Industrial Hemp Commodity/Product,Lake,0.47,704.55
2021-06-01,Industrial Hemp Commodity/Product,Lane,1.09,99645.52
2021-06-01,Industrial Hemp Commodity/Product,Lincoln,1.57,34409.32
2021-06-01,Industrial Hemp Commodity/Product,Linn,0.68,16159.720000000001
2021-06-01,Industrial Hemp Commodity/Product,Malheur,0.14,12262.22
2021-06-01,Industrial Hemp Commodity/Product,Marion,0.83,53759.53999999999
2021-06-01,Industrial Hemp Commodity/Product,Multnomah,0.5,133522.16
2021-06-01,Industrial Hemp Commodity/Product,Polk,0.87,9458.14
2021-06-01,Industrial Hemp Commodity/Product,Tillamook,1.33,11659.990000000002
2021-06-01,Industrial Hemp Commodity/Product,Umatilla,0.72,10549.66
2021-06-01,Industrial Hemp Commodity/Product,Wallowa,0.47,493.4
